  6.5812      0.00000003
  6.5912      0.00000004
  6.6012      0.00000008
  6.6112      0.00000007
  6.6212      0.00000285
  6.6312      0.00000012
  6.6412      0.00000015
  6.6512      0.00000013
  6.6612      0.00000017
  6.6712      0.00000013
  6.6812      0.00000017
  6.6912      0.00000016
  6.7012      0.00000019
  6.7112      0.00000017
  6.7212      0.00000020
  6.7312      0.00000016
  6.7412      0.00000023
  6.7512      0.00000016
  6.7612      0.00000022
  6.7712      0.00000022
  6.7812      0.00000023
  6.7912      0.00000026
  6.8012      0.00000021
  6.8112      0.00000028
  6.8212      0.00000024
  6.8312      0.00000027
  6.8412      0.00000027
  6.8512      0.00000028
  6.8612      0.00000032
  6.8712      0.00000031
  6.8812      0.00000036
  6.8912      0.00000037
  6.9012      0.00000035
  6.9112      0.00000035
  6.9212      0.00000032
  6.9312      0.00000039
  6.9412      0.00000049
  6.9512      0.00000057
  6.9612      0.00000063
  6.9712      0.00000054
  6.9812      0.00000049
  6.9912      0.00000058
  7.0012      0.00000070
  7.0112      0.00000090
  7.0212      0.00000110
  7.0312      0.00000108
  7.0412      0.00000098
  7.0512      0.00000091
  7.0612      0.00000088
  7.0712      0.00000099
  7.0812      0.00000121
  7.0912      0.00000134
  7.1012      0.00000135
  7.1112      0.00000124
  7.1212      0.00000102
  7.1312      0.00000088
  7.1412      0.00000091
  7.1512      0.00000101
  7.1612      0.00000121
  7.1712      0.00000146
  7.1812      0.00000155
  7.1912      0.00000142
  7.2012      0.00000125
  7.2112      0.00000113
  7.2212      0.00000102
  7.2312      0.00000107
  7.2412      0.00000131
  7.2512      0.00000159
  7.2612      0.00000174
  7.2712      0.00000179
  7.2812      0.00000174
  7.2912      0.00000155
  7.3012      0.00000135
  7.3112      0.00000126
  7.3212      0.00000126
  7.3312      0.00000132
  7.3412      0.00000147
  7.3512      0.00000162
  7.3612      0.00000166
  7.3712      0.00000161
  7.3812      0.00000156
  7.3912      0.00000153
  7.4012      0.00000147
  7.4112      0.00000149
  7.4212      0.00000164
  7.4312      0.00000184
  7.4412      0.00000195
  7.4512      0.00000199
  7.4612      0.00000200
  7.4712      0.00000197
  7.4812      0.00000184
  7.4912      0.00000173
  7.5012      0.00000173
  7.5112      0.00000185
  7.5212      0.00000201
  7.5312      0.00000220
  7.5412      0.00000239
  7.5512      0.00000250
  7.5612      0.00000246
  7.5712      0.00000230
  7.5812      0.00000211
  7.5912      0.00000195
  7.6012      0.00000184
  7.6112      0.00000179
  7.6212      0.00000187
  7.6312      0.00000207
  7.6412      0.00000230
  7.6512      0.00000248
  7.6612      0.00000257
  7.6712      0.00000262
  7.6812      0.00000262
  7.6912      0.00000254
  7.7012      0.00000241
  7.7112      0.00000232
  7.7212      0.00000232
  7.7312      0.00000238
  7.7412      0.00000245
  7.7512      0.00000251
  7.7612      0.00000261
  7.7712      0.00000275
  7.7812      0.00000285
  7.7912      0.00000285
  7.8012      0.00000279
  7.8112      0.00000274
  7.8212      0.00000277
  7.8312      0.00000285
  7.8412      0.00000293
  7.8512      0.00000299
  7.8612      0.00000307
  7.8712      0.00000318
  7.8812      0.00000325
  7.8912      0.00000323
  7.9012      0.00000312
  7.9112      0.00000298
  7.9212      0.00000289
  7.9312      0.00000287
  7.9412      0.00000290
  7.9512      0.00000295
  7.9612      0.00000306
  7.9712      0.00000325
  7.9812      0.00000347
  7.9912      0.00000365
  8.0012      0.00000374
  8.0112      0.00000376
  8.0212      0.00000374
  8.0312      0.00000367
  8.0412      0.00000353
  8.0512      0.00000333
  8.0612      0.00000313
  8.0712      0.00000301
  8.0812      0.00000302
  8.0912      0.00000311
  8.1012      0.00000323
  8.1112      0.00000333
  8.1212      0.00000342
  8.1312      0.00000353
  8.1412      0.00000364
  8.1512      0.00000369
  8.1612      0.00000361
  8.1712      0.00000342
  8.1812      0.00000318
  8.1912      0.00000300
  8.2012      0.00000295
  8.2112      0.00000299
  8.2212      0.00000308
  8.2312      0.00000318
  8.2412      0.00000330
